EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
103100;Hospital Dr. Leonardo Guzmán (Antofagasta);03-100;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Autogestionado en Red (EAR);Servicio de Salud;Terciario;2101;Antofagasta;Avenida;5935;Azapa;552204648;12-12-2017;SI;Urgencia Hospitalaria (UEH);No Aplica;-23.616852;-70.385924;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
103801;SAPU Antonio Rendic;03-801;03-301;103301.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;2101;Antofagasta;Avenida;6071;Rendic;552656038;;SI;Urgencia Ambulatoria (SAPU);Corto;-23.615729;-70.382958;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103301;Centro de Salud Familiar Antonio Rendic (Ex Cautín);03-301;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2101;Antofagasta;Avenida;6071;Rendic;552656038;;NO;No Aplica;No Aplica;-23.615572;-70.382952;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103603;COSAM Central;03-603;03-010;103010.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Servicio de Salud;Secundario;2101;Antofagasta;Avenida;6071;Rendic;552654893;;NO;No Aplica;No Aplica;-23.615516;-70.382926;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
103800;SAPU Norte de Antofagasta;03-800;03-300;103300.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;2101;Antofagasta;Calle;;Juan Glasinovic con Bandera;552237411;;SI;Urgencia Ambulatoria (SAPU);Largo;-23.597094;-70.380532;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103300;Centro de Salud Familiar Norte de Antofagasta;03-300;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2101;Antofagasta;Calle;;Juan Glasinovic;;;NO;No Aplica;No Aplica;-23.596917;-70.380532;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200521;Laboratorio Clínico Norprevent;03-919;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2101;Antofagasta;Avenida;8251;Pedro Aguirre Cerda, oficina Nº 07-P4;552532700;12-11-2015;NO;No Aplica;No Aplica;-23.592734;-70.390318;Privado;Vigente en Operación Habitual;;No Aplica;
103245;Centro Médico Norte;03-245;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;2101;Antofagasta;Avenida;8367;Pedro Aguirre Cerda;552292134;01-01-2009;NO;No Aplica;No Aplica;-23.591548;-70.390014;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
103405;Posta de Salud Rural Socaire;03-405;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;2203;San Pedro de Atacama;Calle;;Sector de Socaire;;;NO;No Aplica;No Aplica;-23.591237;-67.890345;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200911;SUR Socaire;03-932;03-405;103405.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;2203;San Pedro de Atacama;Calle;;Sector de Socaire;;;SI;Urgencia Ambulatoria (SUR);No Aplica;-23.591237;-67.890345;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200181;Centro de Diálisis Ehrlich Ltda;03-902;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;No Aplica;Privado;No Aplica;2101;Antofagasta;Calle;8560;Los Pinos;552380671;06-05-2009;NO;No Aplica;No Aplica;-23.589208;-70.391678;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
103270;Clínica de Diálisis TECDIAL Ltda.;03-270;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;No Aplica;Privado;No Aplica;2101;Antofagasta;Calle;223;Los Limoneros;552555211;01-01-2009;NO;No Aplica;No Aplica;-23.588614;-70.391235;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200450;Centro de Salud Familiar Valdivieso;03-912;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2101;Antofagasta;Calle;8755;Cerro Pedregal;;07-02-2018;NO;No Aplica;No Aplica;-23.587171;-70.376296;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103304;Centro de Salud Familiar Juan Pablo II de Antofagasta;03-304;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2101;Antofagasta;Calle;;Teniente Julio Montt;552656800;;NO;No Aplica;No Aplica;-23.581934;-70.381203;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103804;SAPU Juan Pablo II de Antofagasta;03-804;03-304;103304.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;2101;Antofagasta;Calle;;Huamachuco con Teniente Julio Montt;552298385;;SI;Urgencia Ambulatoria (SAPU);Largo;-23.581858;-70.381305;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200289;COSAM Norte;03-909;03-010;103010.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Servicio de Salud;Secundario;2101;Antofagasta;Calle;10506;Benito Ocampo, Jardines del Norte;657330;04-01-2017;NO;No Aplica;No Aplica;-23.571356;-70.395456;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200216;Centro de Salud Familiar Dra. Maria Cristina Rojas Neumann;03-938;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2101;Antofagasta;Calle;10130;Hilda Cruz Colina;552987088;14-01-2016;NO;No Aplica;No Aplica;-23.569789;-70.376941;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200508;Centro Oncológico del Norte (CON);03-917;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diagnóstico y Terapeútico (CDT);Establecimiento de Salud;No Aplica;Servicio de Salud;Secundario;2101;Antofagasta;Calle;10255;Los Pumas, sector Chimba Alto;;27-06-2018;SI;Urgencia ambulatoria privada;No Aplica;-23.569147;-70.379095;Público;Vigente en Operación Habitual;Alta Complejidad;Atención Abierta-Ambulatoria;
103704;Centro Comunitario de Salud Familiar Antofagasta;03-704;03-304;103304.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;2101;Antofagasta;Calle;;Villa Agrícola;;;NO;No Aplica;No Aplica;-23.543233;-70.385437;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103400;Posta de Salud Rural Baquedano;03-400;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;2103;Sierra Gorda;Calle;112;Salvador Allende;;;NO;No Aplica;No Aplica;-23.335784;-69.845764;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200912;SUR Baquedano;03-943;03-400;103400.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;2103;Sierra Gorda;Calle;112;Salvador Allende;;;SI;Urgencia Ambulatoria (SUR);No Aplica;-23.335784;-69.845764;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103403;Posta de Salud Rural Toconao;03-403;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;2203;San Pedro de Atacama;Calle;;Aldea de Toconao;;;NO;No Aplica;No Aplica;-23.189755;-68.005288;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103104;Hospital de Mejillones;03-104;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;Primario;2102;Mejillones;Avenida;451;Bernardo O'Higgins;552655250;;SI;Urgencia Hospitalaria (UEH);No Aplica;-23.102666;-70.446328;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
200035;Policlínico Asociación Chilena de Seguridad AChS Mejillones;03-935;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;2102;Mejillones;Calle;720;Almirante Latorre;;09-07-1984;NO;No Aplica;No Aplica;-23.100401;-70.447757;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200883;Policlínico Mutual de Seguridad C.CH.C;03-930;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;2102;Mejillones;Calle;99;Almirante Goñi;552651257;04-07-2014;NO;No Aplica;No Aplica;-23.09903;-70.39965;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103311;Centro de Salud Familiar San Pedro Atacama;03-311;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2203;San Pedro de Atacama;Calle;377;Gustavo Le Paige;;;NO;No Aplica;No Aplica;-22.910429;-68.19912;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;29-06-2023
200910;SUR San Pedro Atacama;03-931;03-311;103311.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;2203;San Pedro de Atacama;Calle;;Atacama;;;SI;Urgencia Ambulatoria (SUR);No Aplica;-22.910658;-68.199265;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103401;Posta de Salud Rural Sierra Gorda;03-401;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;2103;Sierra Gorda;Calle;211;Salvador Allende;;;NO;No Aplica;No Aplica;-22.890859;-69.320709;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200914;SUR Sierra Gorda;03-945;03-401;103401.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;2103;Sierra Gorda;Calle;211;Salvador Allende;;;SI;Urgencia Ambulatoria (SUR);No Aplica;-22.890859;-69.320709;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103414;Estación de Salud Rural Río Grande;03-414;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;2203;San Pedro de Atacama;Calle;;Sector Río Grande;;;NO;No Aplica;No Aplica;-22.652043;-68.166414;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103705;Centro Comunitario de Salud Familiar Sur;03-705;03-305;103305.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;2201;Calama;Avenida;;Bernardo O'Higgins;552254028;;NO;No Aplica;No Aplica;-22.47741;-68.929019;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103807;SAPU SUR;03-807;03-705;103705.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;2201;Calama;Avenida;538;Bernardo O'Higgins;55 2654400;;SI;Urgencia Ambulatoria (SAPU);Corto;-22.47696;-68.9288;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103226;Centro Médico y Dental MegaSalud Calama;03-226;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Avenida;1474;Granaderos;552312103;01-01-2009;NO;No Aplica;No Aplica;-22.466097;-68.927601;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
103276;Laboratorio Clínico Diagnolab;03-276;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Calle;1474;Granaderos;552455600;01-01-2009;NO;No Aplica;No Aplica;-22.466078;-68.927557;Privado;Vigente en Operación Habitual;;No Aplica;
200510;Vacunatorio InmunoSalud Ltda;03-918;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;2201;Calama;Calle;2188;Cobija, Oficina 402;968956424;08-08-2018;NO;No Aplica;No Aplica;-22.46569;-68.927239;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200208;Vacunatorio Sociedad de Enfermería Asistencial E.I.R.L;03-906;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;2201;Calama;Calle;2188;Cobija, Oficina 501;;03-08-2015;NO;No Aplica;No Aplica;-22.465628;-68.927258;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103275;Laboratorio Clínico Salumed;03-275;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Calle;2188;Cobija;552833235;01-01-2009;NO;No Aplica;No Aplica;-22.465574;-68.927277;Privado;Vigente en Operación Habitual;;No Aplica;
103250;Centro de Salud Aidoret Caro;03-250;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;2201;Calama;Calle;2188;Cobija;552346945;01-01-2009;NO;No Aplica;No Aplica;-22.465554;-68.927285;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
201059;CSI AYLLU CALAMA SPA;;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;2201;Calama;Calle;2188;COBIJA 2188, OFICINA 402;975153970;16-02-2021;NO;No Aplica;No Aplica;-22.465252;-68.927373;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103260;Laboratorio Tecmed Ltda.;03-260;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Calle;2191;Cobija;552345680;01-01-2009;NO;No Aplica;No Aplica;-22.465248;-68.927344;Privado;Vigente en Operación Habitual;;No Aplica;
200305;Vacunatorio y Sala de Procedimientos Daniela Alvarez;03-942;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;2201;Calama;Calle;2191;Cobija, Oficina 302;87611957;04-01-2017;NO;No Aplica;No Aplica;-22.465216;-68.927347;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103249;Centro de Salud Victoria Saravia Crespo;03-249;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;2201;Calama;Calle;2141;Cobija;552311388;01-01-2009;NO;No Aplica;No Aplica;-22.465079;-68.926982;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
103258;Laboratorio Diagnos;03-258;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Calle;1974;Vicuña Mackenna;552531452;01-01-2009;NO;No Aplica;No Aplica;-22.463156;-68.925288;Privado;Vigente en Operación Habitual;;No Aplica;
200206;Vacunatorio y Sala de Procedimientos Margaret Meneses Meneses;03-905;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;No Aplica;Privado;Primario;2201;Calama;Calle;1974;Vicuña Mackenna, Piso 2º, Ofinas 9, 11 y 12;;17-08-2015;NO;No Aplica;No Aplica;-22.463118;-68.925288;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200583;Centro Odontológico Uno Salud Dental Temuco 2;21-928;;;9;Región De La Araucanía;9.0;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;No Aplica;Privado;No Aplica;9101;Temuco;Avenida;895;Alemania, Local 5;227634497;24-10-2018;NO;No Aplica;No Aplica;-38.73279;-72.615395;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
103278;Laboratorio Clínico COMDES;03-278;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Municipal;No Aplica;2201;Calama;Calle;1850;Bañados Espinoza;552654420;;NO;No Aplica;No Aplica;-22.459798;-68.923346;Público;Vigente en Operación Habitual;;No Aplica;
103305;Centro de Salud Familiar Central de Calama;03-305;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2201;Calama;Calle;;Félix Hoyos;552656050;;NO;No Aplica;No Aplica;-22.45922;-68.930242;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103221;Laboratorio Clínico Calama;03-221;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Calle;2312;Madame Curie;552344799;01-01-2009;NO;No Aplica;No Aplica;-22.458269;-68.929708;Privado;Vigente en Operación Habitual;;No Aplica;
103707;Centro Comunitario de Salud Familiar Alemania;03-707;03-307;103307.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;2201;Calama;Calle;3076;Chacabuco;;;NO;No Aplica;No Aplica;-22.457939;-68.939728;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103601;COSAM Calama;03-601;03-010;103010.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;No Aplica;Servicio de Salud;Secundario;2201;Calama;Avenida;2610;Argentina;552654015;;NO;No Aplica;No Aplica;-22.457557;-68.93964;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
200241;Centro Comunitario de Salud Familiar Oasis;03-908;03-307;103307.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;2201;Calama;Avenida;3780;Vasco de Gama, Población Nueva Alemania;552557310;13-07-2016;NO;No Aplica;No Aplica;-22.454941;-68.949706;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103307;Centro de Salud Familiar Alemania de Calama;03-307;;;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;2201;Calama;Calle;2611;Colonia;552656891;;NO;No Aplica;No Aplica;-22.454514;-68.939824;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200348;SAR Alemania;03-910;03-307;103307.0;2;Región De Antofagasta;3.0;Servicio de Salud Antofagasta;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Establecimiento de Salud;No Aplica;Municipal;Primario;2201;Calama;Calle;2624;Frei Bonn;556100;12-06-2017;SI;Urgencia Ambulatoria (SAR);No Aplica;-22.454188;-68.939439;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
103219;Hospital del Cobre Salvador Allende;03-219;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Privado;Terciario;2201;Calama;Avenida;689;Chorrillos;552320112;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-22.453692;-68.907985;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
103259;Laboratorio High Clinic;03-259;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Calle;2683;Granaderos;552941647;01-01-2009;NO;No Aplica;No Aplica;-22.453512;-68.929086;Privado;Vigente en Operación Habitual;;No Aplica;
103256;Consultorio Prefectura de El Loa;03-256;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Fuerzas Armadas y de Orden (FFAA);Secundario;2201;Calama;Calle;922;Chorrillos;552755125;01-01-2009;NO;No Aplica;No Aplica;-22.453325;-68.914276;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
200578;Laboratorio Clínico Bionet S.A. - Calama;03-924;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;2201;Calama;Avenida;2851;Granaderos;552893552;11-02-2014;NO;No Aplica;No Aplica;-22.452068;-68.928719;Privado;Vigente en Operación Habitual;;No Aplica;
103218;Clínica Andes Salud El Loa;03-218;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;No Aplica;Privado;Terciario;2201;Calama;Calle;2924;Granaderos;552363737;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-22.451638;-68.929121;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
200034;Policíinico Asociación Chilena de Seguridad AChS Calama;03-934;;;2;Región De Antofagasta;2.0;SEREMI De Antofagasta;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;2201;Calama;Calle;2924;Granaderos;;01-08-1997;NO;No Aplica;No Aplica;-22.451626;-68.929187;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
